latitude;longitude;altitude;speed;course;date;time;satellites
-24,729763;-53,761631;0.0;28.1;88.7;160721;21250200;3
-24,729778;-53,760417;1871.1;25.0;89.0;160721;21251200;4
-24,729885;-53,759815;1856.0;17.1;88.4;160721;21252200;4
-24,729803;-53,758834;1834.3;24.8;86.6;160721;21253200;4
-24,729782;-53,757431;1837.3;36.2;89.6;160721;21254200;4
-24,729764;-53,755962;1835.0;29.8;89.4;160721;21255200;4
-24,729778;-53,755050;1843.5;15.9;89.1;160721;21260200;4
-24,729784;-53,753932;1839.9;25.1;90.1;160721;21261300;4
-24,729778;-53,752662;1821.9;31.0;90.1;160721;21262300;4
-24,729785;-53,751281;1819.9;30.5;91.5;160721;21263300;4
-24,729789;-53,749984;1811.0;29.1;90.7;160721;21264300;4
-24,729804;-53,748680;1801.5;29.9;89.9;160721;21265300;4
-24,729789;-53,747905;1784.4;16.2;91.4;160721;21270300;4
-24,729793;-53,747119;1784.4;14.8;86.4;160721;21271400;4
-24,729816;-53,746105;1792.7;24.2;90.6;160721;21272400;4
-24,729839;-53,745311;1798.6;8.7;94.3;160721;21273400;4
-24,729791;-53,744674;1799.2;8.6;88.6;160721;21274400;4
-24,729780;-53,744037;1801.5;18.5;91.7;160721;21275400;4
-24,729793;-53,743270;1797.9;17.3;90.2;160721;21280400;4
-24,729795;-53,742610;1784.1;11.9;90.1;160721;21281500;4
-24,729803;-53,742046;1784.8;13.0;89.7;160721;21282500;4
-24,729806;-53,741359;1776.6;17.0;90.5;160721;21283500;4
-24,729812;-53,740493;1764.8;21.1;90.3;160721;21284500;4
-24,729822;-53,739616;1754.9;12.9;96.5;160721;21285500;4
-24,729932;-53,739547;1755.9;0.8;181.0;160721;21290500;4
-24,730030;-53,739551;1763.8;3.2;195.3;160721;21291600;4
-24,730123;-53,739543;1759.5;2.1;146.4;160721;21292600;4
-24,730146;-53,739501;1761.8;0.1;135.0;160721;21293600;4
-24,730138;-53,739505;1762.5;0.1;135.0;160721;21294600;4
-24,730129;-53,739517;1759.2;0.6;135.0;160721;21295600;4
-24,730188;-53,739479;1798.2;0.1;135.0;160721;21300600;5
-24,730207;-53,739463;1812.3;0.0;135.0;160721;21301700;5
-24,730215;-53,739448;1817.6;0.0;135.0;160721;21302700;6
-24,730260;-53,739494;0.0;0.1;0.0;160721;22140100;0
-24,730270;-53,739524;1876.6;0.0;0.0;160721;22141100;4
-24,730262;-53,739540;1885.5;0.0;0.0;160721;22142100;4
-24,730257;-53,739532;1878.9;0.1;0.0;160721;22143100;5
-24,730239;-53,739517;1880.2;0.3;0.0;160721;22144100;5
-24,730195;-53,739471;1858.3;3.0;42.4;160721;22145100;5
-24,729951;-53,739471;1857.3;2.6;6.9;160721;22150200;5
-24,729913;-53,739234;1849.1;17.1;89.9;160721;22151200;5
-24,729900;-53,738475;1817.6;13.7;88.8;160721;22152200;5
-24,729902;-53,738048;1806.8;14.4;88.2;160721;22153200;5
-24,729909;-53,737071;1791.3;23.4;91.3;160721;22154200;5
-24,729860;-53,736133;1776.6;13.6;67.9;160721;22155200;5
-24,729011;-53,736053;1749.3;30.7;1.4;160721;22160200;5
-24,727581;-53,736000;1754.6;32.1;359.9;160721;22161300;5
-24,726867;-53,735973;1765.1;0.3;9.1;160721;22162300;5
-24,726615;-53,735580;1781.2;26.5;77.8;160721;22163300;5
-24,726432;-53,734157;1782.5;35.1;82.6;160721;22164300;5
-24,726247;-53,732597;1774.3;33.8;81.8;160721;22165300;5
-24,726076;-53,731113;1762.8;36.5;82.6;160721;22170200;5
-24,725870;-53,729343;1765.4;36.2;82.3;160721;22171300;5
-24,725681;-53,727806;1776.9;34.8;82.4;160721;22172300;5
-24,725532;-53,726417;1796.9;29.2;85.6;160721;22173300;5
-24,725400;-53,725177;1805.4;24.8;82.3;160721;22174300;5
-24,725397;-53,724472;1795.9;18.5;107.1;160721;22175300;5
-24,726078;-53,723720;1785.4;30.4;146.7;160721;22180300;5
-24,727258;-53,722904;1756.9;26.5;148.0;160721;22181400;5
-24,728015;-53,722843;1742.8;10.2;196.8;160721;22182400;5
-24,728099;-53,723403;1746.1;13.4;269.4;160721;22183400;5
-24,728033;-53,723552;1744.4;0.2;347.4;160721;22184400;5
-24,727960;-53,723541;1742.5;2.4;6.8;160721;22185400;5
-24,727821;-53,723613;1739.2;1.0;355.6;160721;22190400;5
