latitude;longitude;altitude;speed;course;date;time;satellites
-24,706392;-53,764438;0.0;23.4;348.6;230721;10310300;4
-24,705785;-53,764621;1834.3;27.3;347.4;230721;10311300;4
-24,704519;-53,764900;1818.2;31.5;347.8;230721;10312300;4
-24,703615;-53,765098;1805.8;11.0;351.6;230721;10313300;4
-24,702556;-53,765205;1796.3;36.0;357.7;230721;10314300;4
-24,700809;-53,765201;1776.2;47.5;0.7;230721;10315300;4
-24,698909;-53,765197;1767.7;45.8;1.6;230721;10320300;5
-24,696876;-53,765151;1759.8;45.7;0.1;230721;10321400;5
-24,694936;-53,765106;1727.0;50.8;2.3;230721;10322400;5
-24,692956;-53,765239;1701.8;47.4;351.6;230721;10323400;5
-24,691217;-53,765621;1722.4;34.7;349.4;230721;10324400;5
-24,690441;-53,765983;1755.2;19.3;350.2;230721;10325400;5
-24,689947;-53,765903;1751.3;0.8;3.0;230721;10330400;5
-24,689935;-53,765884;1753.6;0.1;3.0;230721;10331500;5
-24,689926;-53,765907;1764.8;0.5;302.3;230721;10332500;5
-24,689706;-53,766468;1773.6;27.7;288.3;230721;10333500;5
-24,688985;-53,767951;1770.0;46.0;303.0;230721;10334500;5
-24,687892;-53,769756;1775.6;50.8;300.8;230721;10335500;6
-24,686811;-53,771755;1762.5;52.7;300.1;230721;10340500;6
-24,685646;-53,773963;1767.7;52.0;299.9;230721;10341600;6
-24,684574;-53,775917;1785.4;52.3;300.1;230721;10342600;6
-24,683511;-53,777908;1786.4;52.5;300.4;230721;10343600;6
-24,682449;-53,779895;1788.7;52.2;300.4;230721;10344600;7
-24,681388;-53,781887;1786.7;52.3;300.6;230721;10345600;7
-24,680213;-53,783824;1768.4;52.7;306.1;230721;10350600;6
-24,678863;-53,785881;1753.6;51.8;304.8;230721;10351700;7
-24,677888;-53,787910;1744.4;52.1;289.4;230721;10352700;7
-24,677442;-53,790168;1741.1;51.8;279.5;230721;10353700;7
-24,677032;-53,792449;1728.7;52.5;282.1;230721;10354700;7
-24,676273;-53,794589;1718.5;52.1;299.0;230721;10355700;7
-24,675086;-53,796508;1720.5;53.0;305.3;230721;10360700;7
-24,673753;-53,798591;1715.9;52.3;305.5;230721;10361800;7
-24,672529;-53,800483;1711.9;53.1;305.0;230721;10362800;7
-24,671285;-53,802413;1698.5;53.7;305.8;230721;10363800;6
-24,670047;-53,804340;1682.4;53.3;305.0;230721;10364800;6
-24,668821;-53,806251;1673.2;52.3;305.6;230721;10365800;6
-24,667596;-53,808143;1682.4;52.2;305.2;230721;10370800;7
-24,666225;-53,810214;1704.4;52.8;307.7;230721;10371900;7
-24,664867;-53,812049;1717.5;53.6;309.5;230721;10372900;7
-24,663503;-53,813858;1724.4;52.7;310.5;230721;10373900;7
-24,662137;-53,815650;1728.3;52.8;308.6;230721;10374900;7
-24,660881;-53,817562;1730.6;53.5;302.6;230721;10375900;7
-24,659744;-53,819564;1732.6;52.7;300.9;230721;10380900;7
-24,658412;-53,821655;1736.9;52.6;305.4;230721;10382000;7
-24,657300;-53,823532;1744.8;49.1;301.2;230721;10383000;7
-24,656307;-53,825492;1755.6;52.8;297.7;230721;10384000;7
-24,655281;-53,827636;1763.5;54.6;298.0;230721;10385000;7
-24,654256;-53,829780;1773.3;54.5;297.3;230721;10390000;7
-24,653224;-53,831924;1776.9;54.9;297.9;230721;10391000;7
-24,652126;-53,834316;1790.4;55.9;294.3;230721;10392100;7
-24,651277;-53,836570;1789.7;54.9;291.5;230721;10393100;8
-24,650457;-53,838825;1783.1;54.7;292.0;230721;10394100;8
