latitude;longitude;altitude;speed;course;date;time;satellites
-24,721784;-53,756668;0.0;0.2;0.0;220721;10520200;5
-24,721933;-53,756622;1870.1;0.0;0.0;220721;10521200;5
-24,722051;-53,756599;1841.5;0.0;0.0;220721;10522200;5
-24,722135;-53,756557;1821.9;0.4;0.0;220721;10523200;5
-24,722135;-53,756568;1820.5;0.3;0.0;220721;10524200;5
-24,722084;-53,756591;1833.3;0.1;0.0;220721;10525200;5
-24,722084;-53,756599;1836.6;0.2;0.0;220721;10530200;6
-24,722187;-53,756572;1813.3;0.3;0.0;220721;10531300;6
-24,722200;-53,756496;1815.6;3.5;97.5;220721;10532300;6
-24,722209;-53,756454;1835.0;0.8;123.4;220721;10533300;6
-24,722162;-53,756389;1842.2;1.9;46.6;220721;10534300;6
-24,722059;-53,756343;1849.7;2.5;11.7;220721;10535300;6
-24,722009;-53,756305;1832.3;1.4;24.8;220721;10540300;7
-24,721977;-53,756187;1838.9;3.9;83.6;220721;10541300;7
-24,721986;-53,755893;1832.3;9.6;87.7;220721;10542400;7
-24,722013;-53,755489;1830.7;6.0;94.8;220721;10543400;7
-24,721961;-53,755382;1830.1;6.3;30.4;220721;10544400;7
-24,721660;-53,755367;1823.8;6.0;359.1;220721;10545400;7
-24,721364;-53,755348;1817.3;7.1;6.1;220721;10550400;7
-24,721307;-53,755111;1819.9;10.6;92.2;220721;10551400;7
-24,721311;-53,754581;1824.5;14.6;90.4;220721;10552400;7
-24,721305;-53,753761;1838.6;17.9;94.0;220721;10553500;7
-24,721298;-53,752941;1839.9;20.0;92.2;220721;10554500;7
-24,721357;-53,752136;1839.6;13.4;92.1;220721;10555500;7
-24,721391;-53,751903;1843.5;5.2;101.9;220721;10560500;8
-24,721193;-53,751750;1842.2;10.3;356.1;220721;10561500;8
-24,720729;-53,751762;1840.6;9.3;3.4;220721;10562500;8
-24,720655;-53,751483;1839.6;7.2;92.5;220721;10563600;8
-24,720655;-53,751209;1840.9;4.2;91.6;220721;10564600;8
-24,720663;-53,751102;1840.2;0.2;90.6;220721;10565600;8
-24,720666;-53,751102;1841.9;0.0;90.6;220721;10570600;8
-24,720666;-53,751102;1843.2;0.1;90.6;220721;10571600;8
-24,720666;-53,751098;1842.8;0.1;90.6;220721;10572600;8
-24,720666;-53,751098;1842.8;0.1;135.3;220721;10573700;8
-24,720666;-53,751102;1843.8;0.2;135.3;220721;10574700;8
-24,720659;-53,750991;1846.8;4.9;85.6;220721;10575700;8
-24,720666;-53,750728;1842.2;3.8;92.1;220721;10580700;7
-24,720672;-53,750629;1841.5;6.1;91.7;220721;10581700;7
-24,720663;-53,750305;1835.6;7.9;92.6;220721;10582700;7
-24,720674;-53,750045;1831.7;0.1;91.1;220721;10583800;7
-24,720674;-53,750034;1834.3;0.8;91.1;220721;10584800;7
-24,720668;-53,749954;1833.0;0.1;86.9;220721;10585800;7
-24,720664;-53,749916;1833.3;2.9;93.5;220721;10590800;8
-24,720666;-53,749702;1827.4;4.3;88.0;220721;10591800;9
-24,720823;-53,749652;1829.4;5.8;183.6;220721;10592800;9
-24,721107;-53,749664;1836.9;2.6;188.7;220721;10593900;8
-24,721126;-53,749652;1850.4;0.5;188.7;220721;10594900;9
-24,721076;-53,749645;1858.9;0.3;338.9;220721;10595900;8
-24,721063;-53,749629;1883.2;0.2;338.9;220721;11000900;7
-24,721061;-53,749618;1894.0;0.8;338.9;220721;11001900;9
-24,721189;-53,749622;1908.5;6.0;175.3;220721;11002900;8
-24,721338;-53,749805;1872.4;6.2;278.9;220721;11004000;9
-24,721347;-53,750030;1847.8;0.3;264.8;220721;11005000;9
-24,721342;-53,750041;1849.7;0.3;264.8;220721;11010000;9
-24,721345;-53,750244;1845.1;5.7;270.3;220721;11010900;9
-24,721347;-53,750377;1841.2;0.0;269.5;220721;11011900;9
-24,721340;-53,750381;1844.5;0.1;269.5;220721;11013000;9
-24,721330;-53,750389;1847.8;0.1;269.5;220721;11014000;9
-24,721357;-53,750492;1839.2;3.8;252.0;220721;11015000;9
-24,721376;-53,750667;1827.4;3.6;265.3;220721;11020000;9
-24,721385;-53,750831;1808.1;3.2;274.2;220721;11021000;9
-24,721349;-53,750930;1828.1;0.0;272.9;220721;11022000;9
-24,721340;-53,750934;1843.2;0.1;272.9;220721;11023000;8
-24,721334;-53,751064;1846.8;3.8;268.5;220721;11024100;9
-24,721351;-53,751396;1835.3;9.8;271.0;220721;11025100;9
-24,721343;-53,751667;1832.7;0.9;273.7;220721;11030100;9
-24,721122;-53,751728;1827.8;10.6;4.2;220721;11031100;9
-24,720575;-53,751708;1821.9;12.0;358.5;220721;11032100;9
-24,720190;-53,751708;1815.0;6.4;3.0;220721;11033200;8
-24,719970;-53,751712;1820.9;0.8;13.0;220721;11034200;8
-24,719936;-53,751697;1824.1;4.7;42.1;220721;11035200;9
-24,719923;-53,751346;1827.1;10.5;93.9;220721;11040200;9
-24,719932;-53,750789;1830.4;12.8;90.4;220721;11041200;9
-24,719932;-53,750312;1831.7;7.6;88.1;220721;11042300;9
-24,719928;-53,750114;1831.4;5.9;85.6;220721;11043300;9
-24,719959;-53,749671;1825.8;9.5;112.0;220721;11044300;9
-24,720243;-53,749629;1832.3;8.1;184.4;220721;11045300;9
-24,720546;-53,749656;1841.9;6.2;181.6;220721;11050300;9
-24,720684;-53,749473;1835.3;6.0;89.7;220721;11051300;9
-24,720691;-53,749176;1829.1;7.3;89.1;220721;11052400;9
-24,720695;-53,748737;1820.5;10.5;90.5;220721;11053400;9
-24,720706;-53,748477;1814.3;0.7;90.7;220721;11054400;9
-24,720714;-53,748271;1808.7;3.7;90.0;220721;11055400;9
-24,720718;-53,748256;1813.0;0.1;89.3;220721;11060400;9
