latitude;longitude;altitude;speed;course;date;time;satellites
-24,722225;-53,756572;1793.6;0.0;339.8;200721;0;9
-24,722217;-53,756568;1804.1;0.1;339.8;200721;1100;9
-24,722217;-53,756568;1818.2;0.0;339.8;200721;2100;9
-24,722223;-53,756568;1825.5;0.1;339.8;200721;3100;9
-24,722227;-53,756568;1825.8;0.0;339.8;200721;4100;9
-24,722229;-53,756572;1824.5;0.0;339.8;200721;5100;9
-24,722227;-53,756576;1819.6;0.1;339.8;200721;10100;9
-24,722225;-53,756580;1820.5;0.0;339.8;200721;11100;9
-24,722219;-53,756580;1815.6;0.0;339.8;200721;12200;9
-24,722215;-53,756584;1812.3;0.0;339.8;200721;13200;9
-24,722217;-53,756580;1817.6;0.0;339.8;200721;14200;9
-24,722219;-53,756580;1829.1;0.0;339.8;200721;15200;9
-24,722225;-53,756576;1835.3;0.1;339.8;200721;20200;9
-24,722229;-53,756576;1830.4;0.1;339.8;200721;21200;9
-24,722227;-53,756580;1827.1;0.0;339.8;200721;22300;9
-24,722234;-53,756576;1826.1;0.1;339.8;200721;23300;9
-24,722232;-53,756576;1829.4;0.0;339.8;200721;24300;9
-24,722223;-53,756584;1834.0;0.1;339.8;200721;25300;9
-24,722211;-53,756587;1842.2;0.1;339.8;200721;30300;9
-24,722204;-53,756587;1846.8;0.0;339.8;200721;31300;9
-24,722192;-53,756591;1843.2;0.1;339.8;200721;32400;9
-24,722196;-53,756587;1837.9;0.1;339.8;200721;33400;9
-24,722196;-53,756591;1829.7;0.0;339.8;200721;34400;9
-24,722196;-53,756587;1831.7;0.0;339.8;200721;35400;9
-24,722198;-53,756580;1832.3;0.1;339.8;200721;40400;9
-24,722200;-53,756580;1833.0;0.0;339.8;200721;41400;9
-24,722198;-53,756580;1833.0;0.0;339.8;200721;42500;8
-24,722202;-53,756580;1832.0;0.0;339.8;200721;43500;8
-24,722209;-53,756576;1829.4;0.0;339.8;200721;44500;9
-24,722219;-53,756568;1826.8;0.0;339.8;200721;45500;9
-24,722219;-53,756561;1817.6;0.2;339.8;200721;50500;9
-24,722227;-53,756565;1810.0;0.0;339.8;200721;51500;9
-24,722232;-53,756568;1811.4;0.1;339.8;200721;52600;9
-24,722240;-53,756568;1817.6;0.2;339.8;200721;53600;8
-24,722249;-53,756568;1822.8;0.1;339.8;200721;54600;8
-24,722257;-53,756565;1828.1;0.1;339.8;200721;55600;8
-24,722267;-53,756561;1837.6;0.1;339.8;200721;60600;9
-24,722276;-53,756561;1840.2;0.0;339.8;200721;61600;9
-24,722274;-53,756565;1827.4;0.1;339.8;200721;62700;9
-24,722248;-53,756568;1814.0;0.0;339.8;200721;63700;9
-24,722230;-53,756568;1808.1;0.0;339.8;200721;64700;9
-24,722219;-53,756568;1806.8;0.0;339.8;200721;65700;9
-24,722213;-53,756572;1803.1;0.0;339.8;200721;70700;9
