latitude;longitude;altitude;speed;course;date;time;satellites
-24,722198;-53,756484;0.0;0.1;0.0;230721;11021500;3
-24,722202;-53,756481;1850.4;0.1;0.0;230721;11022500;3
-24,722526;-53,757038;1850.4;0.1;0.0;230721;11025000;3
-24,722234;-53,756557;1832.3;0.6;0.0;230721;11030000;5
-24,722217;-53,756523;1838.9;0.2;0.0;230721;11031000;5
-24,722202;-53,756511;1839.6;1.0;0.0;230721;11032000;5
-24,722196;-53,756484;1852.4;0.3;0.0;230721;11033000;8
-24,722202;-53,756477;1858.9;0.6;0.0;230721;11034000;8
-24,722208;-53,756473;1860.6;0.3;0.0;230721;11035000;8
-24,722227;-53,756504;1854.0;0.2;0.0;230721;11040100;8
-24,722225;-53,756496;1853.7;0.4;41.8;230721;11041100;8
-24,722229;-53,756504;1850.1;0.3;41.8;230721;11042100;8
-24,722227;-53,756511;1845.1;0.3;41.8;230721;11043100;8
-24,722225;-53,756515;1839.9;0.2;41.8;230721;11044100;8
-24,722227;-53,756530;1828.1;0.1;41.8;230721;11045100;8
-24,722221;-53,756530;1822.5;0.0;41.8;230721;11050100;8
-24,722230;-53,756530;1809.4;0.1;41.8;230721;11051200;8
-24,722236;-53,756534;1806.8;0.0;41.8;230721;11052200;8
-24,722234;-53,756549;1812.3;0.0;41.8;230721;11053200;10
-24,722230;-53,756565;1814.0;0.0;41.8;230721;11054200;10
-24,722229;-53,756572;1812.7;0.0;41.8;230721;11055200;10
-24,722221;-53,756572;1812.0;0.0;41.8;230721;11060200;10
-24,722217;-53,756576;1811.0;0.0;41.8;230721;11061300;10
-24,722213;-53,756576;1814.0;0.1;41.8;230721;11062300;10
-24,722209;-53,756565;1818.9;0.0;41.8;230721;11063300;10
-24,722204;-53,756568;1833.7;0.0;41.8;230721;11064300;10
-24,722194;-53,756568;1841.5;0.1;41.8;230721;11065300;10
-24,722188;-53,756565;1846.8;0.0;41.8;230721;11070300;10
-24,722183;-53,756572;1855.0;0.0;41.8;230721;11071400;10
-24,722175;-53,756572;1851.4;0.0;41.8;230721;11072400;10
-24,722175;-53,756572;1845.1;0.0;41.8;230721;11073400;10
-24,722175;-53,756580;1841.2;0.0;41.8;230721;11074400;10
-24,722177;-53,756580;1834.6;0.0;41.8;230721;11075400;10
-24,722187;-53,756572;1828.1;0.1;41.8;230721;11080500;10
-24,722194;-53,756561;1825.5;0.1;41.8;230721;11081500;10
-24,722206;-53,756561;1829.4;0.1;41.8;230721;11082500;10
-24,722208;-53,756553;1827.4;0.1;41.8;230721;11083500;10
-24,722209;-53,756546;1825.1;0.1;41.8;230721;11084500;10
-24,722202;-53,756530;1820.9;0.0;41.8;230721;11085500;10
-24,722188;-53,756530;1829.7;0.0;41.8;230721;11090500;10
-24,722190;-53,756549;1843.5;0.0;41.8;230721;11091600;9
-24,722198;-53,756549;1843.5;0.0;41.8;230721;11092600;10
-24,722204;-53,756546;1834.6;0.0;41.8;230721;11093600;9
-24,722208;-53,756542;1830.7;0.1;41.8;230721;11094600;10
-24,722206;-53,756546;1827.1;0.0;41.8;230721;11095600;9
-24,722217;-53,756553;1829.1;0.1;41.8;230721;11100600;9
