latitude;longitude;altitude;speed;course;date;time;satellites
-24,722215;-53,756580;0.0;0.3;0.0;210721;10514900;3
-24,722211;-53,756557;1816.9;0.7;104.2;210721;10515900;4
-24,722196;-53,756568;1820.9;0.7;104.2;210721;10520900;5
-24,722187;-53,756557;1832.7;0.1;104.2;210721;10521900;5
-24,722179;-53,756565;1841.2;0.6;104.2;210721;10522900;5
-24,722196;-53,756561;1835.6;0.1;104.2;210721;10523900;6
-24,722192;-53,756553;1821.5;0.2;104.2;210721;10524900;6
-24,722166;-53,756549;1817.3;0.4;104.2;210721;10530000;6
-24,722166;-53,756561;1823.2;0.1;104.2;210721;10531000;6
-24,722166;-53,756549;1813.0;0.1;104.2;210721;10532000;6
-24,722150;-53,756538;1806.1;0.1;104.2;210721;10533000;6
-24,722164;-53,756538;1805.8;0.2;104.2;210721;10534000;6
-24,722179;-53,756542;1806.8;0.0;104.2;210721;10535000;7
-24,722187;-53,756546;1807.7;0.1;104.2;210721;10540100;7
-24,722183;-53,756542;1803.8;0.2;104.2;210721;10541100;7
-24,722185;-53,756542;1801.8;0.1;104.2;210721;10542100;7
-24,722208;-53,756542;1798.9;0.1;104.2;210721;10543100;8
-24,722219;-53,756542;1801.2;0.4;104.2;210721;10544100;8
-24,722208;-53,756549;1808.1;0.1;104.2;210721;10545100;8
-24,722202;-53,756549;1810.4;0.0;104.2;210721;10550200;8
-24,722206;-53,756546;1813.0;0.3;104.2;210721;10551200;8
-24,722217;-53,756553;1815.6;0.1;104.2;210721;10552200;8
-24,722217;-53,756534;1817.3;0.3;104.2;210721;10553200;8
-24,722217;-53,756496;1822.2;2.4;89.7;210721;10554200;8
-24,722234;-53,756431;1838.6;1.1;141.1;210721;10555200;8
-24,722156;-53,756389;1840.2;3.7;19.0;210721;10560300;9
-24,722034;-53,756343;1844.5;2.5;11.8;210721;10561300;9
-24,721981;-53,756248;1843.5;4.0;80.3;210721;10562300;9
-24,721990;-53,755970;1838.3;10.1;88.6;210721;10563300;9
-24,722011;-53,755519;1826.4;8.0;89.4;210721;10564300;9
-24,722230;-53,755416;1826.8;9.6;183.8;210721;10565300;9
-24,722768;-53,755424;1837.6;15.9;178.1;210721;10570400;9
-24,723474;-53,755432;1852.4;16.8;182.1;210721;10571400;9
-24,724172;-53,755428;1846.8;16.7;181.1;210721;10572400;9
-24,724811;-53,755432;1859.9;12.1;180.9;210721;10573400;9
-24,725290;-53,755466;1885.2;6.4;181.2;210721;10574400;8
-24,725351;-53,755466;1883.9;0.7;183.0;210721;10575500;9
-24,725381;-53,755462;1895.7;0.3;183.0;210721;10580500;9
-24,725568;-53,755466;1896.7;7.3;177.4;210721;10581500;9
-24,726030;-53,755474;1903.2;14.0;182.1;210721;10582500;9
-24,726463;-53,755496;1910.1;4.5;198.5;210721;10583500;9
-24,726511;-53,755748;1899.6;9.1;269.8;210721;10584500;9
-24,726520;-53,756351;1872.4;14.8;270.7;210721;10585600;9
-24,726524;-53,757030;1859.9;15.7;270.6;210721;10590600;9
-24,726516;-53,757854;1850.7;20.4;269.7;210721;10591600;9
-24,726509;-53,758632;1853.0;14.4;269.4;210721;10592600;9
-24,726743;-53,758827;1863.5;4.9;183.0;210721;10593600;9
-24,726858;-53,758838;1867.8;0.4;182.4;210721;10594600;8
-24,726869;-53,758842;1875.7;0.0;182.4;210721;10595700;9
-24,726877;-53,758846;1876.0;0.1;182.4;210721;11000700;8
-24,726879;-53,758850;1878.9;0.0;182.4;210721;11001700;9
-24,726877;-53,758842;1887.1;0.5;182.4;210721;11002700;9
-24,727043;-53,758869;1895.7;5.4;182.3;210721;11003700;9
-24,727149;-53,758853;1875.0;0.0;177.4;210721;11004700;9
-24,727161;-53,758850;1866.5;0.0;177.4;210721;11005800;9
-24,727163;-53,758850;1865.5;0.1;177.4;210721;11010800;10
-24,727165;-53,758850;1869.4;0.0;177.4;210721;11011800;10
-24,727169;-53,758853;1871.4;0.0;177.4;210721;11012800;10
-24,727170;-53,758857;1868.1;0.0;177.4;210721;11013800;10
-24,727170;-53,758857;1866.5;0.0;177.4;210721;11014800;10
-24,727172;-53,758857;1867.5;0.1;177.4;210721;11015900;10
-24,727174;-53,758857;1870.4;0.0;177.4;210721;11020900;10
-24,727153;-53,758857;1874.7;0.2;177.4;210721;11021900;10
-24,727161;-53,758857;1883.5;0.2;177.4;210721;11022900;10
-24,727224;-53,758853;1881.6;5.5;178.0;210721;11023900;10
-24,727600;-53,758861;1888.1;10.5;180.4;210721;11025000;10
-24,727930;-53,758876;1886.2;3.4;182.2;210721;11030000;10
-24,727937;-53,758876;1890.4;0.0;181.0;210721;11031000;9
-24,727937;-53,758880;1896.0;0.0;181.0;210721;11032000;10
-24,728052;-53,758876;1898.3;4.7;179.5;210721;11033000;10
-24,728334;-53,758865;1902.6;7.2;176.8;210721;11034000;10
-24,728626;-53,758880;1910.4;7.4;189.8;210721;11035100;9
-24,728923;-53,758857;1903.2;4.2;179.2;210721;11040100;9
-24,728940;-53,758857;1898.0;0.1;179.4;210721;11041100;10
